Name,Location,Latitude,Longitude
LTBG,Bandirma,40.316,27.966
LTBH,Canakkale,40.133,26.4
LTBI,Eskisehir,39.783,30.566
LTBJ,Izmir / Adnan Menderes,38.266,27.15
LTBL,Izmir / Cigli,38.5,27.016
LTBO,Usak,38.666,29.416
LTBQ,Topel Tur-Afb,40.733,30.083
LTBR,"Bursa / Yenisehir, Mil-Civ",40.255,29.562
LTBS,Dalaman,36.7,28.783
LTBT,Akhisar,38.916,27.85
LTBU,Corlu,41.133,27.916
LTBV,Bodrum,37.033,27.416
LTCA,Elazig,38.6,39.283
LTCC,Diyarbakir,37.883,40.183
LTCD,Erzincan,39.733,39.5
LTCE,Erzurum,39.916,41.266
LTCF,Kars,40.6,43.083
LTCG,Trabzon,41.0,39.716
LTCI,Van,38.45,43.316
LTCJ,Batman,37.866,41.166
LTCK,Mus Tur-Afb,38.75,41.666
LTFA,Izmir \ Kaklic,38.516,26.983
LTFC,Suleyman Demirel,37.85,30.366
LTFE,Bodrum Milas Airport,37.248,27.681
LTFH,Samsun / Carsamba,41.254,36.567
LTFJ,Istanbul / Sabiha Gokcen,40.898,29.309
LUBL,Baltsi-Leadoveni - The North of Moldova,47.834,27.769
LUCH,Kaxul - The South of Moldova,45.843,28.265
LUKK,Chisinau International Airport,46.927,28.930
LWOH,Ohrid,41.116,20.8
LWSK,Skopje-Petrovec,41.966,21.65
LXGB,Gibraltar,36.15,-5.35
LYBE,Beograd / Surcin,44.816,20.283
LYNI,Nis,43.333,21.9
LYPG,Podgorica Titograd,42.433,19.283
LYTV,Tivat,42.4,18.733
LYVR,Vrsac,45.15,21.316
LZIB,Bratislava Ivanka,48.2,17.2
LZKC,Kamenica Nad Cirochou,48.933,22.0
LZKZ,"Kosice, Barca",48.663,21.241
LZLU,Lucenec,48.333,19.733
LZNI,Nitra,48.279,18.132
LZPE,Prievidza,48.766,18.588
LZPP,Piestany,48.625,17.828
LZSL,Sliac,48.638,19.134
LZTT,Poprad / Tatry,49.066,20.25
LZZI,Dolny Hricov,49.233,18.613
MBPV,Providenciales,21.773,-72.265
MDBH,Barahona,18.2,-71.1
MDHE,Herrera,18.466,-69.966
MDLR,La Romana International Airport,18.416,-68.95
MDPC,Punta Cana,18.566,-68.366
MDPP,Puerto Plata International,19.75,-70.55
MDSD,Las Americas,18.433,-69.666
MDST,Santiago,19.45,-70.7
MGCB,Coban,15.466,-90.316
MGFL,Flores,16.916,-89.883
MGGT,Guatemala Aeropuertola Aurora,14.583,-90.516
MGHT,Huehuetenango,15.316,-91.466
MGPB,Puerto Barrios,15.716,-88.6
MGQZ,Quezaltenango,14.833,-91.516
MGRT,Retalhuleu,14.533,-91.666
MGSJ,San Jose,13.916,-90.816
MGTK,Tikal,16.9,-89.85
MGZA,Zacapa,14.966,-89.533
MHAM,Amapala,13.266,-87.65
MHCA,Catacamas,14.9,-85.933
MHCH,Choluteca,13.3,-87.183
MHLC,La Ceiba Airport,15.733,-86.866
MHLE,La Esperanza,14.316,-88.15
MHLM,La Mesa San Pedro Sula,15.45,-87.933
MHNO,Guanaja,16.466,-86.066
MHPL,Puerto Lempira,15.216,-83.8
MHRO,Roatan,16.316,-86.516
MHSC,Coronel Enrique Soto Cano Air Base,14.383,-87.616
MHSR,Santa Rosa De Copan,14.783,-88.783
MHTE,Tela,15.716,-87.483
MHTG,Tegucigalpa,14.05,-87.216
MHYR,Yoro,15.166,-87.116
MKJP,Kingston / Norman Manley,17.933,-76.783
MKJS,Montego Bay / Sangster,18.5,-77.916
MMAA,Acapulco / G. Alvarez,16.766,-99.75
MMAN,"Aerop. Internacional Monterrey, N. L.",25.866,-100.233
MMAS,"Aguascalientes, Ags.",21.883,-102.3
MMBT,Bahias De Huatulco,15.783,-96.266
MMCB,"Cuernavaca, Mor.",18.883,-99.233
MMCE,Ciudad Del Carmen,18.65,-91.8
MMCL,"Culiacan, Sin.",24.816,-107.4
MMCM,"Chetumal, Q. Roo",18.483,-88.3
MMCN,Ciudad Obregon,27.392,-109.833
MMCP,"Campeche, Camp.",19.85,-90.55
MMCS,Ciudad Juarez International,31.633,-106.433
MMCT,Chichen-Itza,20.641,-88.449
MMCU,Chihuahua International Airport,28.7,-105.966
MMCV,Ciudad Victoria Airport,23.716,-98.966
MMCZ,Cozumel Civ / Mil,20.533,-86.933
MMDO,Durango Airport,24.133,-104.533
MMEP,"Tepic, Nay.",21.516,-104.9
MMGL,Don Miguel / Guadalaj,20.516,-103.316
MMGM,Guaymas International Airport,27.966,-110.933
MMHO,"Hermosillo, Son.",29.066,-110.95
MMIA,Colima,19.266,-103.583
MMIO,"Saltillo, Coah.",25.45,-100.983
MMIT,Ixtepec Ox,16.45,-95.083
MMLM,Los Mochis Airport,25.683,-109.083
MMLO,Del Bajio / Leon,21.0,-101.483
MMLP,La Paz International Airport,24.066,-110.366
MMLT,"Loreto, B. C. S.",26.016,-111.35
MMMA,Matamoros International,25.766,-97.533
MMMD,Merida / lic Manuel Crecencio,20.933,-89.65
MMML,Mexicali International Airport,32.633,-117.0
MMMM,Morelia New,19.85,-101.033
MMMT,Minatitlan,18.1,-94.583
MMMV,"Monclova, Coah.",26.883,-101.416
MMMX,Mexico City / Licenci,19.433,-99.1
MMMY,Monterrey / Gen Maria,25.783,-100.1
MMMZ,Mazatlan / G. Buelna,23.166,-106.266
MMNL,Nuevo Laredo International,27.433,-99.566
MMOX,Oaxaca / Xoxocotlan,16.966,-96.733
MMPA,Poza Rica / Palizada,20.516,-97.466
MMPB,"Puebla, Pue.",19.05,-98.166
MMPG,"Piedras Negras, Coah.",28.7,-100.516
MMPN,Uruapan / Gen Rayon,19.4,-102.033
MMPR,Puerto Vallarta / Lic,20.683,-105.25
MMPS,Puerto Escondido,15.866,-97.083
MMQT,"Queretaro, Qro.",20.6,-100.383
MMRX,Reynosa International Airport,26.016,-98.233
MMSD,San Jose Del Cabo,23.15,-109.7
MMSP,"San Luis Potosi, S. L. P.",22.15,-100.983
MMTC,"Torreon, Coah.",25.533,-103.45
MMTG,"Tuxtla Gutierrez, Chis.",16.75,-93.116
MMTJ,Tijuana International Airport,32.55,-116.966
MMTM,Tampico / Gen Fj Mina,22.283,-97.866
MMTO,Toluca / Jose Maria,19.35,-99.566
MMTP,Tapachula,14.783,-92.383
MMUN,Cancun International Airport,21.033,-86.866
MMVA,Villahermosa,18.0,-92.816
MMVR,Veracruz / Las Bajadas / General Heriberto Jara,19.15,-96.183
MMZC,Zacatecas Airport,22.9,-102.683
MMZH,Ixtapa-Zihuatanejo,17.6,-101.466
MMZO,Manzanillo International,19.15,-104.566
MMZP,Zapopan Military,20.75,-103.466
MNBL,Bluefields,12.0,-86.766
MNCH,Chinandega,12.633,-87.133
MNJG,Jinotega,13.083,-85.983
MNJU,Juigalpa,12.1,-85.366
MNMG,Managua A. C. Sandino,12.15,-86.166
MNPC,Puerto Cabezas,14.05,-83.366
MNRS,Rivas,11.416,-85.833
MPBO,Bocas Del Toro International,9.35,-82.25
MPCH,Changuinola / Captain Manuel Nino,9.466,-82.516
MPDA,David,8.4,-82.416
MPHO,Howard Air Force Base,8.916,-79.6
MPMG,Marcos A. Gelabert,8.983,-79.516
MPSA,Santiago,8.083,-80.95
MPTO,Tocumen,9.05,-79.366
MRLB,Liberia,10.616,-85.433
MRLM,Puerto Limon,10.0,-83.05
MROC,Juan Santamaria,10.0,-84.216
MRPM,Palmar Sur,8.95,-83.466
MRPV,Tobias Bolanos International,9.95,-84.15
MSAC,Acajutla,13.566,-89.833
MSLP,El Salvador Intl. Airport / Comalapa,13.433,-89.05
MSSA,Santa Ana / El Palmar,13.983,-89.566
MSSM,San Miguel / El Papalon,13.45,-88.116
MSSS,San Salvador / Ilopango,13.7,-89.116
MTCH,Cap-Haitien,19.75,-72.183
MTPP,Port-Au-Prince / Aeroport International,18.566,-72.3
MUBA,"Baracoa, Oriente",20.35,-74.5
MUBY,Bayamo,20.4,-76.616
MUCA,"Venezuela, Ciego De Avila",21.783,-78.783
MUCC,Cayo Coco / Jardines Del Ray,22.461,-78.328
MUCF,"Cienfuegos, Las Villas",22.15,-80.4
MUCL,Cayo Largo Del Sur,21.616,-81.55
MUCM,Camaguey Aeropuerto,21.416,-77.85
MUCU,"Santiago De Cuba, Oriente",19.966,-75.85
MUGM,"GUANTANAMO BAY, CUBA NAVAL",19.916,-75.2
MUGT,"Guantanamo, Oriente",20.083,-75.15
MUHA,"Aeropuerto Jose Marti, Rancho-Boyeros, Habana",22.983,-82.4
MUHG,Holguin Civ / Mil,20.783,-76.316
MUMO,Moa Military,20.65,-74.916
MUMZ,"Manzanillo, Oriente",20.333,-77.116
MUNG,"Nueva Gerona, Isla De Pinos",21.833,-82.783
MUVR,"Varadero, Matanzas",23.133,-81.283
MUVT,"Las Tunas, Las Tunas",20.95,-76.95
MWCB,Gerrard Smith Intl. / Cayman Brac,19.686,-79.882
MWCG,Grand Cayman City,19.3,-81.366
MWCR,Owen Roberts Airportgrand Cayman,19.283,-81.35
MYEG,"Georgetown, Exuma",23.475,-75.766
MYGF,"Freeport, Grand Bahama",26.55,-78.7
MYNN,Nassau Airport,25.05,-77.466
MZBZ,Belize / Phillip Goldston Intl. Airport,17.533,-88.3
NCRG,Rarotonga,-21.2,-159.816
NFFN,Nandi,-17.75,177.45
NFNA,Nausori,-18.05,178.566
NFNR,Rotuma,-12.5,177.05
NFTF,Fua'Amotu,-21.233,-175.15
NFTL,Haapai,-19.8,-174.35
NGFU,Funafuti,-8.516,179.216
NGTA,Tarawa,1.35,172.916
NGTU,Butaritari,3.033,172.783
NIUE,Alofi / Niue,-19.066,-169.916
NLWF,Maopoopo Ile Futuna,-14.316,-178.116
NLWW,Hihifo Ile Wallis,-13.233,-176.166
NSAP,Apia / Upolu Island,-13.8,-171.783
NSFA,Faleolo Intl / Apia,-13.816,-172.0
NSTU,Pago Pago / Int. Airport,-14.333,-170.716
NTAA,Tahiti-Faaa,-17.55,-149.616
NVSC,Sola Vanua Lava,-13.85,167.55
NVSL,Lamap Malekula,-16.416,167.8
NVSS,Pekoa Airport Santo,-15.516,167.216
NVVV,Bauerfield Efate,-17.7,168.3
NWWE,Moue Ile Des Pins,-22.6,167.45
NWWL,Ouanaham Ile Lifou,-20.766,167.233
NWWV,Ouloup Ile Ouvea,-20.65,166.583
NWWW,La Tontouta Nlle-Caledonie,-22.016,166.216
NZAA,Auckland Airport,-37.016,174.8
NZCH,Christchurch,-43.483,172.55
NZCM,Williams Field,-77.866,166.966
NZIR,Ice Runway,-77.866,166.533
NZOH,Ohakea,-40.2,175.366
NZSP,Amundsen-Scott South Pole Station,-90.0,0.0
NZWD,"Williams Field, Antarctic",-77.883,166.65
NZWN,Wellington Airport,-41.333,174.8
NZWP,Whenuapai,-36.783,174.633
OAFZ,Faizabad,37.116,70.516
OAHR,Herat,34.216,62.216
OAKB,Kabul Airport,34.633,69.2
OAMS,Mazar-I-Sharif,36.7,67.2
OASG,Shebirghan,36.666,65.716
OBBI,Bahrain International Airport,26.266,50.65
OEAB,Abha,18.233,42.65
OEAH,Al Ahsa,25.3,49.483
OEBA,Al Baha,20.3,41.633
OEBH,Bisha,19.983,42.616
OEDF,Dammam-King Fahd International Airport,26.466,49.783
OEDR,Dhahran,26.266,50.15
OEDW,Dawadmi,24.5,44.35
OEGN,Gizan,16.9,42.583
OEGS,Gassim,26.3,43.766
OEGT,Guriat,31.4,37.266
OEHL,Hail,27.433,41.683
OEJD,Jeddah,21.5,39.2
OEJN,Jeddah King Abdul Aziz International Airport,21.7,39.183
OEKK,Hafr Al-Batin,27.9,45.533
OEKM,Khamis Mushait,18.3,42.8
OEMA,Madinah,24.55,39.7
OEMK,Makkah,21.433,39.766
OENG,Najran,17.616,44.416
OEPA,Al Qaysumah,28.316,46.116
OERF,Rafha,29.616,43.483
OERK,King Khaled International Airport,24.933,46.716
OERR,Arar,30.9,41.133
OERY,Riyadh,24.716,46.733
OESH,Sharurah,17.466,47.116
OESK,Al-Jouf,29.783,40.1
OETB,Tabuk,28.366,36.6
OETF,Taif,21.483,40.55
OETR,Turaif,31.683,38.733
OEWD,Wadi Al Dawasser Airport,20.5,45.2
OEWJ,Wejh,26.2,36.466
OEYN,Yenbo,24.15,38.066
OIAA,Abadan,30.366,48.25
OIAG,Omidieh,30.766,49.666
OIAH,Gach Saran Du Gunbadan,30.433,50.766
OIAI,Masjed-Soleyman,31.983,49.266
OIAJ,Omidiyeh,30.835,49.535
OIAM,Bandar Mahshahr / Mahshahr,30.556,49.151
OIAW,Ahwaz,31.333,48.666
OIBA,Abumusa Island / Abumusa,25.875,55.033
OIBB,Bushehr Civ / Afb,28.983,50.833
OIBK,Kish Island / Kish,26.526,53.981
OIBL,Bandar Lengeh,26.583,54.833
OIBS,Sirri Island / Sirri,25.909,54.539
OICC,Kermanshah,34.266,47.116
OICG,Ghasre-Shirin,34.516,45.583
OICI,Ilam,33.585,46.405
OICK,Khorram Abad,33.436,48.285
OICS,Sanandaj,35.333,47.0
OIFK,Kashan,33.983,51.45
OIFM,Esfahan,32.466,51.716
OIFS,Shahre-Kord,32.333,50.85
OIGG,Rasht,37.2,49.633
OIHH,Hamadan,34.868,48.552
OIHR,Arak,34.1,49.4
OIII,Tehran-Mehrabad,35.683,51.35
OIIK,Ghazvin,36.25,50.0
OIIP,Karaj / Payam,35.776,50.826
OIIS,Semnan,35.55,53.383
OIKB,Bandarabbass,27.216,56.366
OIKK,Kerman,30.25,56.966
OIKM,Bam,29.1,58.4
OIKQ,Gheshm Island / Dayrestan,26.755,55.902
OIMB,Birjand,32.866,59.2
OIMC,Sarakhs,36.501,61.065
OIMM,Mashhad,36.266,59.633
OIMN,Bojnourd,37.466,57.333
OIMS,Sabzevar,36.216,57.666
OIMT,Tabas,33.6,56.916
OING,Gorgan,36.816,54.466
OINN,Noshahr,36.663,51.464
OINR,Ramsar,36.9,50.666
OISA,Abadeh,31.183,52.666
OISF,Fasa,28.966,53.683
OISL,Lar,27.673,54.381
OISS,Shiraz,29.533,52.583
OISY,Yasouj / National,30.696,51.55
OITK,Khoy,38.55,44.966
OITL,Ardabil,38.326,48.424
OITM,Maragheh / Sahand,37.348,46.126
OITR,Orumieh,37.533,45.083
OITS,Saghez,36.25,46.266
OITT,Tabriz,38.083,46.283
OITZ,Zanjan,36.683,48.483
OIYY,Yazd,31.9,54.4
OIZB,Zabol,31.333,61.483
OIZC,Chahbahar,25.416,60.75
OIZH,Zahedan,29.466,60.883
OIZI,Iranshahr,27.2,60.7
OIZJ,Jask,26.633,57.766
OJAI,Queen Alia Airport,31.666,35.966
OJAM,Amman Airport,31.983,35.983
OJAQ,Aqaba Airport,29.633,35.016
OKBK,Kuwait Internationalairport,29.216,47.983
OLBA,Beyrouth Aeroport,33.816,35.483
OMAA,Abu Dhabi International Airport,24.433,54.65
OMAB,Buhasa,23.616,53.383
OMAD,Abu Dhabi Bateen Airport,24.433,54.466
OMAL,Al Ain International Airport,24.266,55.6
OMDB,Dubai International Airport,25.25,55.333
OMFJ,Fujairah,25.1,56.333
OMRK,Ras Al Khaimah International Airport,25.616,55.933
OMSJ,Sharjah International Airport,25.333,55.516
OOBR,Buraimi,24.233,55.783
OOFD,Fahud,22.35,56.483
OOKB,Khassab,26.216,56.233
OOMA,Masirah,20.666,58.9
OOMS,"Seeb, International Airport",23.583,58.283
OOSA,Salalah,17.033,54.083
OOSQ,Saiq,23.066,57.65
OOSR,Sur,22.533,59.483
OOTH,Thumrait,17.666,54.033
OPKC,Karachi Airport,24.9,67.133
OPLA,Lahore Airport,31.516,74.4
OPLH,Lahore City,31.55,74.333
OPMT,Multan,30.2,71.433
OPNH,Nawabshah,26.25,68.366
OPPS,Peshawar,34.016,71.583
OPRN,Islamabad Airport,33.616,73.1
OPSK,Sukkur,27.721,68.791
ORBB,Baghdad,33.233,44.233
ORBM,Mosul,36.316,43.15
ORBS,Saddam Irq-Afb / Civ,33.266,44.233
OSAP,Aleppo International Airport,36.183,37.2
OSDI,Damascus Int. Airport,33.416,36.516
OSDZ,Deir Ezzor,35.316,40.15
OSKL,Kamishli,37.05,41.216
OSLK,Lattakia,35.533,35.766
OTBD,Doha International Airport,25.25,51.566
OYAA,Aden,12.666,45.033
OYAR,Riyan,14.65,49.383
OYAT,Ataq,14.516,46.85
OYHD,Hodeidah,14.75,42.983
OYMB,Marib,15.433,45.333
OYMK,Mokha,13.25,43.283
OYSH,Sa'Ada / Sadah,16.966,43.733
OYSN,Sana'A,15.516,44.183
OYSQ,Socotra,12.633,53.9
OYSY,Sayun,15.966,48.8
OYTZ,Taiz,13.683,44.133
PAAK,"Atka, Atka Airport",52.220,-174.206
PAAP,"Port Alexander, Port Alexander Seaplane Base",56.25,-134.65
PAAQ,PALMER MUNICIPAL AIRPORT,61.6,-149.1
PABA,"Barter Island, Barter Island LRRS Airport",70.133,-143.576
PABE,BETHEL AIRPORT,60.783,-161.833
PABI,ALLEN ARMY AIRFIELD,64.0,-145.716
PABL,"Buckland, Buckland Airport",65.982,-161.151
PABN,"Nabesna, Devil Mountain Lodge",62.397,-142.995
PABR,POST ROGERS MEMORIAL AIRPORT,71.283,-156.766
PABT,BETTLES AIRPORT,66.9,-151.516
PABV,"Birchwood, Birchwood Airport",61.416,-149.516
PACD,COLD BAY AIRPORT,55.216,-162.733
PACE,"Central, Central",65.566,-144.766
PACR,Circle City Airport,65.833,-144.066
PACV,MERLE K. SMITH AIRPORT,60.5,-145.483
PACZ,"Cape Romanzof, Cape Romanzof LRRS Airport",61.783,-166.033
PADE,DEERING AIRPORT,66.066,-162.766
PADK,"Adak Island, Adak Airport",51.877,-176.645
PADL,"Dillingham, Dillingham Airport",59.05,-158.516
PADQ,KODIAK AIRPORT,57.75,-152.483
PADT,Slana,62.708,-143.981
PADU,"Unalaska, Unalaska Airport",53.9,-166.533
PAEC,"Chulitna, Chulitna River",62.825,-149.906
PAED,"Anchorage, Elmendorf Air Force Base",61.253,-149.793
PAEG,EAGLE AIRPORT,64.783,-141.15
PAEH,"Cape Newenham, Cape Newenham LRRS Airport",58.65,-162.066
PAEI,"Fairbanks, Eielson Air Force Base",64.65,-147.1
PAEL,"Elfin Cove, Elfin Cove Seaplane Base",58.2,-136.35
PAEM,"Emmonak, Emmonak Airport",62.783,-164.5
PAEN,KENAI MUNICIPAL AIRPORT,60.583,-151.233
PAER,Merrill Pass West,61.25,-153.816
PAFA,"Fairbanks, Fairbanks International Airport",64.803,-147.876
PAFB,FT. WAINWRIGHT AAF,64.833,-147.583
PAFE,"Kake, Kake Airport",56.95,-133.9
PAFK,"Farewell Lake, Farewell Lake Seaplane Base",62.542,-153.622
PAFM,"Ambler, Ambler Airport",67.1,-157.85
PAFR,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",61.266,-149.65
PAGA,"Galena, Edward G. Pitka Sr. Airport",64.733,-156.933
PAGB,"Galbraith Lake, Galbraith Lake Airport",68.483,-149.483
PAGK,GULKANA AIRPORT,62.15,-145.45
PAGL,"Golovin, Golovin Airport",64.543,-163.039
PAGM,"Gambell, Gambell Airport",63.766,-171.733
PAGN,Angoon,57.5,-134.583
PAGS,"Gustavus, Gustavus Airport",58.416,-135.7
PAGY,SKAGWAY AIRPORT,59.466,-135.316
PAHL,"Huslia, Huslia Airport",65.697,-156.351
PAHN,HAINES AIRPORT,59.25,-135.516
PAHO,HOMER AIRPORT,59.65,-151.483
PAHP,"Hooper Bay, Hooper Bay Airport",61.516,-166.133
PAHV,"Healy, Healy",63.877,-149.011
PAHY,"Hydaburg, Hydaburg Seaplane Base",55.2,-132.833
PAHZ,"Hayes River, Hayes River Airport",61.983,-152.083
PAII,"Egegik, Egegik Airport",58.185,-157.385
PAIK,Kiana Kinana/Bob Baker Mem,66.983,-160.433
PAIL,ILIAMNA AIRPORT,59.75,-154.916
PAIM,"Utopia Creek, Indian Mountain LRRS Airport",66.983,-153.7
PAIN,"McKinley Park, McKinley National Park Airport",63.733,-148.916
PAIW,Wales,65.616,-168.1
PAJC,"Chignik, Chignik Airport",56.311,-158.373
PAJN,JUNEAU INTERNATIONAL AIRPORT,58.35,-134.566
PAJV,Sutton,61.716,-148.883
PAKI,"Kipnuk, Kipnuk Airport",59.932,-164.030
PAKK,"Koyuk, Koyuk Airport",64.933,-161.158
PAKN,KING SALMON AIRPORT,58.683,-156.65
PAKP,"Anaktuvuk Pass, Anaktuvuk Pass Airport",68.133,-151.743
PAKT,KETCHIKAN INTERNATIONAL AIRPORT,55.35,-131.716
PAKU,"Kuparuk, Ugnu-Kuparuk Airport",70.316,-149.583
PAKV,KALTAG AIRPORT,64.316,-158.733
PAKW,"Klawock, Klawock Airport",55.583,-133.083
PALH,LAKE HOOD,61.183,-149.983
PALJ,"Port Alsworth, Port Alsworth Airport",60.2,-154.316
PALK,Snowshoe Lake,62.03,-146.692
PALP,"Deadhorse, Alpine Airstrip",70.333,-150.933
PALR,"Chandalar Lake, Chandalar Lake Airport",67.5,-148.483
PALU,"Cape Lisburne, Cape Lisburne LRRS Airport",68.883,-166.1
PALV,Big River Lake,60.816,-152.3
PAMC,MCGRATH AIRPORT,62.95,-155.6
PAMD,"Middleton Island, Middleton Island Airport",59.433,-146.3
PAMH,"Minchumina, Minchumina Airport",63.880,-152.300
PAML,"Manley Hot Springs, Manly Hot Springs Airport",64.998,-150.638
PAMM,"Metlakatla, Metlakatla Seaplane Base",55.131,-131.578
PAMR,ANCHORAGE MERRILL FIELD,61.216,-149.85
PAMX,McCarthy,61.433,-142.933
PAMY,"Mekoryuk, Mekoryuk Airport",60.366,-166.266
PANC,TED STEVENS ANCHORAGE INTERNATIONAL,61.166,-150.033
PANI,"Aniak, Aniak Airport",61.581,-159.542
PANN,NENANA MUNICIPAL AIRPORT,64.55,-149.066
PANT,ANNETTE ISLAND AIRPORT,55.033,-131.583
PANV,"Anvik, Anvik Airport",62.648,-160.189
PAOH,"Hoonah, Hoonah Seaplane Base",58.116,-135.45
PAOM,NOME AIRPORT,64.516,-165.433
PAOR,NORTHWAY AIRPORT,62.966,141.933
PAOT,WIEN MEMORIAL AIRPORT,66.883,-162.6
PAPB,ST. GEORGE AIRPORT,56.583,-169.666
PAPC,"Port Clarence, Port Clarence Coast Guard Station",65.25,-166.85
PAPG,Petersburg,56.816,-132.966
PAPH,"Port Heiden, Port Heiden Airport",56.95,-158.633
PAPM,Platinum,59.016,-161.816
PAPO,"Point Hope, Point Hope Airport",68.35,-166.8
PAPR,"Prospect Creek, Prospect Creek Airport",66.812,-150.643
PAPT,Puntilla,62.1,-152.75
PAQT,NUIQSUT AIRPORT,70.216,-150.983
PARC,"Arctic Village, Arctic Village Airport",68.114,-145.579
PARD,"Red Dog, Red Dog Airport",68.031,-162.903
PARL,"Central, Central Airport",65.573,-144.783
PASA,Savoonga Airport,63.683,-170.5
PASC,DEADHORSE AIRPORT,70.2,-148.483
PASD,Sand Point,55.316,-160.516
PASH,"Shishmaref, Shishmaref Airport",66.266,-166.083
PASI,SITKA AIRPORT,57.05,-135.366
PASK,Selawik,66.616,-160.0
PASL,Sleetmute,61.716,-157.15
PASM,"St. Mary's, St. Mary's Airport",62.05,-163.3
PASN,ST PAUL ISLAND AIRPORT,57.166,-170.216
PASO,SELDOVIA AIRPORT,59.45,-151.7
PASP,"Sheep Mountain, Sheep Mountain Lodge",61.812,-147.499
PASV,Sparrevohn Airways Facilities Sector,61.1,-155.566
PASW,Skwentna,61.977,-151.217
PASX,Soldotna,60.483,-151.033
PASY,SHEMYA EARECKSON AS,52.716,174.116
PATA,TANANA CALHOUN MEMORIAL AIRPORT,65.166,-152.1
PATC,Tin City Airways Facilities Sector,65.566,-167.916
PATE,Teller,65.233,-166.333
PATG,"Togiac Village, Togiak Airport",59.05,-160.4
PATK,TALKEETNA AIRPORT,62.316,-150.1
PATL,"Takotna, Tatalina LRRS Airport",62.9,-155.983
PATO,PORTAGE GLACIER,60.783,-148.85
PATW,"Cantwell, Cantwell",62.395,-148.896
PAUM,Umiat,69.366,-152.133
PAUN,Unalakleet,63.883,-160.8
PAUO,Willow Lake,61.748,-150.054
PAVD,Valdez 2,61.133,-146.266
PAVL,KIVALINA AIRPORT,67.733,-164.55
PAWD,Seward,60.116,-149.45
PAWG,Wrangell,56.483,-132.366
PAWI,WAINWRIGHT AIRPORT,70.633,-160.033
PAWN,"Noatak, Noatak Airport",67.566,-162.983
PAWR,Whittier,60.772,-148.685
PAWS,"Wasilla, Wasilla Airport",61.571,-149.540
PAXK,Paxson,63.032,-145.498
PAYA,YAKUTAT AIRPORT,59.5,-139.666
PAZK,"Eureka, Skelton Airport",61.933,-147.166
PFYU,"Fort Yukon, Fort Yukon Airport",66.566,-145.266
PGRO,"Rota Island, N. Mariana Is, Rota International Airport",14.183,145.25
PGSN,"Saipan Island, Saipan International Airport",15.116,145.733
PGUA,"Andersen, Mariana Is, Andersen Air Force Base",13.583,144.933
PGUM,"Agana, Guam International Airport",13.483,144.8
PGWT,"Tinian Island, N. Mariana Is, West Tinian Airport",14.983,145.616
PHBK,PMRF BARKING SANDS,22.033,-159.783
PHHI,Wheeler Air Force Base / Oahu,21.483,-158.033
PHIK,Hickam Air Force Base / Oahu,21.316,-157.916
PHJH,Lahaina / West Maui,21.016,-156.633
PHJR,KALAELOA AIRPORT,21.316,-158.066
PHKO,KONA INTERNATIONAL AIRPORT,19.733,-156.05
PHLI,LIHUE AIRPORT,21.983,-159.333
PHMK,"Kaunakakai, Molokai Airport",21.15,-157.1
PHMU,"Kamuela, Waimea-Kohala Airport",20.0,-155.666
PHNG,MCBH KANEOHE BAY HAWAII,21.45,-157.75
PHNL,HONOLULU INTERNATIONAL AIRPORT,21.333,-157.95
PHNY,"Lanai City, Lanai Airport",20.785,-156.951
PHOG,KAHULUI AIRPORT,20.9,-156.433
PHSF,Bradshaw Army Air Field / Hawaii,19.783,-155.55
PHTO,HILO INTERNATIONAL AIRPORT,19.716,-155.05
PKMJ,"Majuro Atoll, Marshall Islands Int. Airp.",7.066,171.283
PKMR,"Majuro Atoll, NWS Office",7.083,171.2
PKWA,"Kwajalein, Bucholz AAF, Kwajalein KMR ATOL Airport",8.716,167.733
PLCH,Christmas / Cassidy,1.983,-157.483
PMDY,"Sand Island, Henderson Field Airport",28.216,-177.366
PPIZ,"Point Lay, Point Lay LRRS Airport",69.716,-163.0
PTKK,"Weno Island, Chuuk Int. Airp.",7.466,151.85
PTKR,"Koror, Palau, NWS Office",7.333,134.483
PTPN,"Pohnpei Island, Pohnpei Int. Airp.",6.983,158.2
PTRO,"Babelthuap Island, Babelthuap/Koror Airport",7.366,134.533
PTSA,"Kosrae Island, Kosrae Airport",5.35,162.95
PTTP,"Pohnpei, NWS Office",6.966,158.216
PTYA,"Yap Island, Yap Int. Airp.",9.483,138.083
PWAK,"Wake Island, Wake Island Army Airfield Airport",19.283,166.65
RCAY,Kangshan Tw-Afb,22.783,120.266
RCDC,Pingtung South Air Force Base,22.683,120.466
RCKH,Kaohsiung International Airport,22.583,120.35
RCKU,Chiayi Tw-Afb,23.466,120.383
RCMQ,Wuchia Observatory,24.266,120.616
RCNN,Tainan Tw-Afb,22.95,120.2
RCQC,Makung Ab,23.583,119.616
RCSS,Sungshan / Taipei,25.066,121.55
RCTP,Chiang Kai Shek,25.083,121.216
RCYU,Hulien Ab,24.033,121.616
RJAA,New Tokyo Inter-National Airport,35.766,140.383
RJAF,Matsumoto Airport,36.166,137.933
RJAH,Hyakuri Ab,36.183,140.416
RJAI,Ichikawa,35.733,139.916
RJAK,Kasumigaura Ab,36.033,140.2
RJAM,Minamitorishima,24.3,153.966
RJAO,Chichijima,27.083,142.183
RJAT,Fuji Ab,35.316,138.866
RJAW,Iwojima,24.783,141.316
